Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/3

Summary Statistics
================================================================================
Total Images Processed: 1410

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
SPEED LIMIT 60            845        0.9430              
SPEED LIMIT 80            302        0.8890              
NO OVERTAKING             4          0.6921              
SPEED LIMIT 20            28         0.7801              
SPEED LIMIT 30            79         0.8145              
 TURN LEFT                6          0.7735              
END OF SPEED LIMIT 80     6          0.8378              
SPEED LIMIT 50            111        0.8582              
 GO STRAIGHT              2          0.8316              
SPEED LIMIT 70            9          0.8233              
SPEED LIMIT 120           15         0.7058              
 ROUNDABOUT               1          0.9525              
 GO STRAIGHT OR RIGHT     1          0.6952              
 END OF NO OVERTAKING FOR TRUCKS 1          0.7235              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00003_00000_00000.png          SPEED LIMIT 60            1.0000              
00003_00000_00001.png          SPEED LIMIT 60            1.0000              
00003_00000_00002.png          SPEED LIMIT 60            0.9999              
00003_00000_00003.png          SPEED LIMIT 60            0.9992              
00003_00000_00004.png          SPEED LIMIT 60            1.0000              
00003_00000_00005.png          SPEED LIMIT 60            1.0000              
00003_00000_00006.png          SPEED LIMIT 60            1.0000              
00003_00000_00007.png          SPEED LIMIT 60            1.0000              
00003_00000_00008.png          SPEED LIMIT 60            0.9987              
00003_00000_00009.png          SPEED LIMIT 60            0.9999              
00003_00000_00010.png          SPEED LIMIT 60            1.0000              
00003_00000_00011.png          SPEED LIMIT 60            0.9991              
00003_00000_00012.png          SPEED LIMIT 60            0.9998              
00003_00000_00013.png          SPEED LIMIT 60            0.9972              
00003_00000_00014.png          SPEED LIMIT 60            0.8284              
00003_00000_00015.png          SPEED LIMIT 60            1.0000              
00003_00000_00016.png          SPEED LIMIT 60            1.0000              
00003_00000_00017.png          SPEED LIMIT 60            1.0000              
00003_00000_00018.png          SPEED LIMIT 60            0.9999              
00003_00000_00019.png          SPEED LIMIT 60            1.0000              
00003_00000_00020.png          SPEED LIMIT 60            1.0000              
00003_00000_00021.png          SPEED LIMIT 60            0.9998              
00003_00000_00022.png          SPEED LIMIT 60            1.0000              
00003_00000_00023.png          SPEED LIMIT 60            1.0000              
00003_00000_00024.png          SPEED LIMIT 60            1.0000              
00003_00000_00025.png          SPEED LIMIT 60            1.0000              
00003_00000_00026.png          SPEED LIMIT 60            1.0000              
00003_00000_00027.png          SPEED LIMIT 60            1.0000              
00003_00000_00028.png          SPEED LIMIT 60            0.9996              
00003_00000_00029.png          SPEED LIMIT 60            0.9999              
00003_00001_00000.png          SPEED LIMIT 80            0.5871              
00003_00001_00001.png          SPEED LIMIT 60            1.0000              
00003_00001_00002.png          SPEED LIMIT 60            0.9997              
00003_00001_00003.png          SPEED LIMIT 60            0.9946              
00003_00001_00004.png          SPEED LIMIT 60            0.9950              
00003_00001_00005.png          SPEED LIMIT 60            1.0000              
00003_00001_00006.png          SPEED LIMIT 60            1.0000              
00003_00001_00007.png          SPEED LIMIT 60            1.0000              
00003_00001_00008.png          SPEED LIMIT 60            1.0000              
00003_00001_00009.png          SPEED LIMIT 60            0.9998              
00003_00001_00010.png          SPEED LIMIT 60            0.9971              
00003_00001_00011.png          SPEED LIMIT 60            0.9994              
00003_00001_00012.png          SPEED LIMIT 80            0.9667              
00003_00001_00013.png          SPEED LIMIT 60            0.9904              
00003_00001_00014.png          SPEED LIMIT 60            1.0000              
00003_00001_00015.png          SPEED LIMIT 60            0.9999              
00003_00001_00016.png          SPEED LIMIT 60            0.9983              
00003_00001_00017.png          NO OVERTAKING             0.4853              
00003_00001_00018.png          SPEED LIMIT 60            1.0000              
00003_00001_00019.png          SPEED LIMIT 60            1.0000              
00003_00001_00020.png          SPEED LIMIT 60            0.9998              
00003_00001_00021.png          SPEED LIMIT 60            0.9990              
00003_00001_00022.png          SPEED LIMIT 60            0.9806              
00003_00001_00023.png          SPEED LIMIT 60            0.8364              
00003_00001_00024.png          SPEED LIMIT 20            0.5197              
00003_00001_00025.png          SPEED LIMIT 60            0.9995              
00003_00001_00026.png          SPEED LIMIT 60            1.0000              
00003_00001_00027.png          SPEED LIMIT 60            1.0000              
00003_00001_00028.png          SPEED LIMIT 60            0.9987              
00003_00001_00029.png          SPEED LIMIT 80            0.7331              
00003_00002_00000.png          SPEED LIMIT 60            0.9996              
00003_00002_00001.png          SPEED LIMIT 60            1.0000              
00003_00002_00002.png          SPEED LIMIT 60            1.0000              
00003_00002_00003.png          SPEED LIMIT 80            0.9958              
00003_00002_00004.png          SPEED LIMIT 60            1.0000              
00003_00002_00005.png          SPEED LIMIT 60            0.9954              
00003_00002_00006.png          SPEED LIMIT 60            1.0000              
00003_00002_00007.png          SPEED LIMIT 60            0.7472              
00003_00002_00008.png          SPEED LIMIT 60            1.0000              
00003_00002_00009.png          SPEED LIMIT 60            0.9658              
00003_00002_00010.png          SPEED LIMIT 60            0.9672              
00003_00002_00011.png          SPEED LIMIT 60            0.9912              
