Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/7

Summary Statistics
================================================================================
Total Images Processed: 1440

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
SPEED LIMIT 100           457        0.9089              
SPEED LIMIT 80            390        0.8791              
SPEED LIMIT 30            197        0.8285              
SPEED LIMIT 60            108        0.8209              
END OF SPEED LIMIT 80     7          0.8702              
SPEED LIMIT 120           199        0.8183              
SPEED LIMIT 50            41         0.7879              
SPEED LIMIT 70            17         0.8126              
 TURN LEFT                1          0.4185              
 NO OVERTAKING BY TRUCKS  1          0.9234              
SPEED LIMIT 20            11         0.8092              
 STOP                     1          0.5597              
 CHILDREN CROSSING        3          0.7965              
 ROUNDABOUT               4          0.6848              
 NO TRUCKS                2          0.9460              
 CYCLISTS                 1          0.7973              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00007_00000_00000.png          SPEED LIMIT 100           0.8626              
00007_00000_00001.png          SPEED LIMIT 100           1.0000              
00007_00000_00002.png          SPEED LIMIT 100           0.9990              
00007_00000_00003.png          SPEED LIMIT 100           0.8798              
00007_00000_00004.png          SPEED LIMIT 100           0.9905              
00007_00000_00005.png          SPEED LIMIT 80            0.6241              
00007_00000_00006.png          SPEED LIMIT 100           0.9808              
00007_00000_00007.png          SPEED LIMIT 30            0.9598              
00007_00000_00008.png          SPEED LIMIT 30            0.9040              
00007_00000_00009.png          SPEED LIMIT 60            0.5477              
00007_00000_00010.png          SPEED LIMIT 100           0.8729              
00007_00000_00011.png          SPEED LIMIT 30            0.8014              
00007_00000_00012.png          SPEED LIMIT 60            0.8105              
00007_00000_00013.png          SPEED LIMIT 30            0.9745              
00007_00000_00014.png          SPEED LIMIT 80            0.9988              
00007_00000_00015.png          SPEED LIMIT 80            0.9838              
00007_00000_00016.png          SPEED LIMIT 80            0.8497              
00007_00000_00017.png          SPEED LIMIT 80            0.9952              
00007_00000_00018.png          SPEED LIMIT 80            0.6734              
