Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/5

Summary Statistics
================================================================================
Total Images Processed: 1860

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
SPEED LIMIT 80            1112       0.9459              
SPEED LIMIT 30            154        0.8438              
SPEED LIMIT 60            416        0.8679              
SPEED LIMIT 20            9          0.8283              
SPEED LIMIT 50            42         0.8582              
SPEED LIMIT 70            9          0.6239              
SPEED LIMIT 120           52         0.8044              
 END OF NO OVERTAKING     2          0.5925              
END OF SPEED LIMIT 80     20         0.8212              
 TURN LEFT                6          0.8412              
SPEED LIMIT 100           25         0.7829              
 NO OVERTAKING BY TRUCKS  1          0.5219              
 NO ENTRY FOR VEHICLES    1          0.9744              
NO OVERTAKING             1          0.7754              
 CHILDREN CROSSING        1          0.6553              
 ROUNDABOUT               6          0.7449              
 PRIORITY ROAD            2          0.5411              
 GO STRAIGHT OR LEFT      1          0.6733              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00005_00000_00000.png          SPEED LIMIT 80            1.0000              
00005_00000_00001.png          SPEED LIMIT 80            0.9999              
00005_00000_00002.png          SPEED LIMIT 80            0.9981              
00005_00000_00003.png          SPEED LIMIT 80            0.9997              
00005_00000_00004.png          SPEED LIMIT 80            1.0000              
00005_00000_00005.png          SPEED LIMIT 80            0.9991              
00005_00000_00006.png          SPEED LIMIT 80            0.9997              
00005_00000_00007.png          SPEED LIMIT 80            1.0000              
00005_00000_00008.png          SPEED LIMIT 80            1.0000              
00005_00000_00009.png          SPEED LIMIT 80            0.9940              
00005_00000_00010.png          SPEED LIMIT 80            1.0000              
00005_00000_00011.png          SPEED LIMIT 80            0.9999              
00005_00000_00012.png          SPEED LIMIT 80            0.9987              
00005_00000_00013.png          SPEED LIMIT 80            0.9996              
00005_00000_00014.png          SPEED LIMIT 80            1.0000              
00005_00000_00015.png          SPEED LIMIT 80            1.0000              
00005_00000_00016.png          SPEED LIMIT 80            1.0000              
00005_00000_00017.png          SPEED LIMIT 80            1.0000              
00005_00000_00018.png          SPEED LIMIT 80            1.0000              
00005_00000_00019.png          SPEED LIMIT 80            1.0000              
00005_00000_00020.png          SPEED LIMIT 80            1.0000              
00005_00000_00021.png          SPEED LIMIT 80            1.0000              
00005_00000_00022.png          SPEED LIMIT 80            1.0000              
00005_00000_00023.png          SPEED LIMIT 80            1.0000              
00005_00000_00024.png          SPEED LIMIT 80            1.0000              
00005_00000_00025.png          SPEED LIMIT 80            0.9996              
00005_00000_00026.png          SPEED LIMIT 80            0.9995              
00005_00000_00027.png          SPEED LIMIT 80            1.0000              
00005_00000_00028.png          SPEED LIMIT 80            0.9992              
00005_00000_00029.png          SPEED LIMIT 80            0.9999              
00005_00001_00000.png          SPEED LIMIT 80            0.6590              
00005_00001_00001.png          SPEED LIMIT 80            0.8282              
00005_00001_00002.png          SPEED LIMIT 80            0.7649              
00005_00001_00003.png          SPEED LIMIT 80            0.9999              
00005_00001_00004.png          SPEED LIMIT 80            0.7164              
00005_00001_00005.png          SPEED LIMIT 80            1.0000              
00005_00001_00006.png          SPEED LIMIT 80            0.9846              
00005_00001_00007.png          SPEED LIMIT 80            0.9407              
00005_00001_00008.png          SPEED LIMIT 80            0.9820              
00005_00001_00009.png          SPEED LIMIT 80            0.9825              
00005_00001_00010.png          SPEED LIMIT 80            0.9975              
00005_00001_00011.png          SPEED LIMIT 80            0.7768              
00005_00001_00012.png          SPEED LIMIT 80            0.9997              
00005_00001_00013.png          SPEED LIMIT 80            0.9991              
00005_00001_00014.png          SPEED LIMIT 80            1.0000              
00005_00001_00015.png          SPEED LIMIT 80            1.0000              
00005_00001_00016.png          SPEED LIMIT 80            0.9999              
00005_00001_00017.png          SPEED LIMIT 80            1.0000              
00005_00001_00018.png          SPEED LIMIT 80            1.0000              
00005_00001_00019.png          SPEED LIMIT 80            0.9999              
00005_00001_00020.png          SPEED LIMIT 80            0.9967              
00005_00001_00021.png          SPEED LIMIT 80            0.9967              
00005_00001_00022.png          SPEED LIMIT 80            0.9976              
00005_00001_00023.png          SPEED LIMIT 80            0.9806              
00005_00001_00024.png          SPEED LIMIT 30            0.9448              
00005_00001_00025.png          SPEED LIMIT 80            0.5486              
00005_00001_00026.png          SPEED LIMIT 80            0.9993              
00005_00001_00027.png          SPEED LIMIT 80            0.9996              
00005_00001_00028.png          SPEED LIMIT 80            0.9926              
00005_00001_00029.png          SPEED LIMIT 80            0.9475              
00005_00002_00000.png          SPEED LIMIT 60            0.9945              
00005_00002_00001.png          SPEED LIMIT 30            0.9673              
00005_00002_00002.png          SPEED LIMIT 30            0.7780              
00005_00002_00003.png          SPEED LIMIT 30            0.9695              
00005_00002_00004.png          SPEED LIMIT 80            0.7721              
00005_00002_00005.png          SPEED LIMIT 60            0.9992              
00005_00002_00006.png          SPEED LIMIT 60            0.5076              
00005_00002_00007.png          SPEED LIMIT 60            0.8996              
00005_00002_00008.png          SPEED LIMIT 30            0.9928              
00005_00002_00009.png          SPEED LIMIT 30            0.9728              
00005_00002_00010.png          SPEED LIMIT 30            0.8943              
00005_00002_00011.png          SPEED LIMIT 60            0.9901              
00005_00002_00012.png          SPEED LIMIT 60            0.9986              
00005_00002_00013.png          SPEED LIMIT 80            0.7027              
00005_00002_00014.png          SPEED LIMIT 80            0.9562              
00005_00002_00015.png          SPEED LIMIT 80            0.9958              
00005_00002_00016.png          SPEED LIMIT 60            0.5325              
00005_00002_00017.png          SPEED LIMIT 80            0.9983              
00005_00002_00018.png          SPEED LIMIT 80            0.9499              
00005_00002_00019.png          SPEED LIMIT 80            0.9999              
00005_00002_00020.png          SPEED LIMIT 80            0.9486              
00005_00002_00021.png          SPEED LIMIT 80            0.9976              
00005_00002_00022.png          SPEED LIMIT 80            0.7738              
00005_00002_00023.png          SPEED LIMIT 80            0.4734              
00005_00002_00024.png          SPEED LIMIT 80            0.9934              
00005_00002_00025.png          SPEED LIMIT 30            0.5708              
00005_00002_00026.png          SPEED LIMIT 80            0.9713              
00005_00002_00027.png          SPEED LIMIT 80            0.8475              
00005_00002_00028.png          SPEED LIMIT 30            0.9655              
00005_00002_00029.png          SPEED LIMIT 80            0.9678              
00005_00003_00000.png          SPEED LIMIT 60            0.9772              
00005_00003_00001.png          SPEED LIMIT 30            0.6873              
00005_00003_00002.png          SPEED LIMIT 60            0.8127              
00005_00003_00003.png          SPEED LIMIT 60            0.9989              
00005_00003_00004.png          SPEED LIMIT 60            0.9858              
00005_00003_00005.png          SPEED LIMIT 30            0.9358              
00005_00003_00006.png          SPEED LIMIT 60            0.9692              
00005_00003_00007.png          SPEED LIMIT 60            0.6422              
00005_00003_00008.png          SPEED LIMIT 60            0.9857              
00005_00003_00009.png          SPEED LIMIT 60            0.6673              
00005_00003_00010.png          SPEED LIMIT 60            0.6763              
00005_00003_00011.png          SPEED LIMIT 30            0.8754              
00005_00003_00012.png          SPEED LIMIT 60            0.5005              
00005_00003_00013.png          SPEED LIMIT 60            0.8951              
00005_00003_00014.png          SPEED LIMIT 80            0.5579              
00005_00003_00015.png          SPEED LIMIT 30            0.9979              
00005_00003_00016.png          SPEED LIMIT 30            0.9192              
00005_00003_00017.png          SPEED LIMIT 60            0.6847              
00005_00003_00018.png          SPEED LIMIT 80            0.9301              
00005_00003_00019.png          SPEED LIMIT 80            0.9928              
00005_00003_00020.png          SPEED LIMIT 80            0.9962              
00005_00003_00021.png          SPEED LIMIT 80            0.9926              
00005_00003_00022.png          SPEED LIMIT 80            0.9974              
00005_00003_00023.png          SPEED LIMIT 80            0.9941              
00005_00003_00024.png          SPEED LIMIT 80            0.9993              
00005_00003_00025.png          SPEED LIMIT 80            0.4970              
00005_00003_00026.png          SPEED LIMIT 80            0.9987              
00005_00003_00027.png          SPEED LIMIT 60            0.8876              
00005_00003_00028.png          SPEED LIMIT 80            0.9893              
00005_00003_00029.png          SPEED LIMIT 30            0.9318              
00005_00004_00000.png          SPEED LIMIT 30            0.7710              
00005_00004_00001.png          SPEED LIMIT 30            0.6458              
00005_00004_00002.png          SPEED LIMIT 30            0.9797              
00005_00004_00003.png          SPEED LIMIT 30            0.9192              
00005_00004_00004.png          SPEED LIMIT 20            0.6899              
00005_00004_00005.png          SPEED LIMIT 30            0.7511              
00005_00004_00006.png          SPEED LIMIT 20            0.7118              
00005_00004_00007.png          SPEED LIMIT 50            0.9681              
00005_00004_00008.png          SPEED LIMIT 80            0.9911              
00005_00004_00009.png          SPEED LIMIT 80            0.9759              
00005_00004_00010.png          SPEED LIMIT 80            0.9800              
00005_00004_00011.png          SPEED LIMIT 80            0.9986              
00005_00004_00012.png          SPEED LIMIT 60            0.8404              
00005_00004_00013.png          SPEED LIMIT 80            0.8950              
00005_00004_00014.png          SPEED LIMIT 60            0.5346              
00005_00004_00015.png          SPEED LIMIT 80            0.6001              
00005_00004_00016.png          SPEED LIMIT 50            0.6227              
00005_00004_00017.png          SPEED LIMIT 80            0.9990              
00005_00004_00018.png          SPEED LIMIT 80            0.8035              
00005_00004_00019.png          SPEED LIMIT 80            0.9931              
00005_00004_00020.png          SPEED LIMIT 80            0.9994              
00005_00004_00021.png          SPEED LIMIT 80            0.9882              
00005_00004_00022.png          SPEED LIMIT 80            0.9943              
00005_00004_00023.png          SPEED LIMIT 80            0.9975              
00005_00004_00024.png          SPEED LIMIT 80            0.5452              
00005_00004_00025.png          SPEED LIMIT 60            0.9695              
00005_00004_00026.png          SPEED LIMIT 60            0.9299              
00005_00004_00027.png          SPEED LIMIT 80            0.7070              
00005_00004_00028.png          SPEED LIMIT 60            0.9450              
00005_00004_00029.png          SPEED LIMIT 80            0.5136              
00005_00005_00000.png          SPEED LIMIT 60            0.9773              
00005_00005_00001.png          SPEED LIMIT 60            0.7775              
00005_00005_00002.png          SPEED LIMIT 80            0.9481              
00005_00005_00003.png          SPEED LIMIT 60            0.9873              
00005_00005_00004.png          SPEED LIMIT 60            0.7026              
00005_00005_00005.png          SPEED LIMIT 30            0.7710              
00005_00005_00006.png          SPEED LIMIT 80            0.8884              
00005_00005_00007.png          SPEED LIMIT 60            0.5447              
00005_00005_00008.png          SPEED LIMIT 80            0.9669              
00005_00005_00009.png          SPEED LIMIT 80            0.9755              
00005_00005_00010.png          SPEED LIMIT 80            0.9780              
00005_00005_00011.png          SPEED LIMIT 80            0.9858              
00005_00005_00012.png          SPEED LIMIT 80            0.5480              
00005_00005_00013.png          SPEED LIMIT 80            0.9952              
00005_00005_00014.png          SPEED LIMIT 80            0.5145              
00005_00005_00015.png          SPEED LIMIT 80            0.9985              
00005_00005_00016.png          SPEED LIMIT 80            0.9850              
00005_00005_00017.png          SPEED LIMIT 80            0.9646              
00005_00005_00018.png          SPEED LIMIT 80            1.0000              
00005_00005_00019.png          SPEED LIMIT 80            1.0000              
00005_00005_00020.png          SPEED LIMIT 80            0.9999              
00005_00005_00021.png          SPEED LIMIT 80            0.9725              
00005_00005_00022.png          SPEED LIMIT 80            0.9998              
00005_00005_00023.png          SPEED LIMIT 80            0.9998              
00005_00005_00024.png          SPEED LIMIT 80            0.8639              
00005_00005_00025.png          SPEED LIMIT 30            0.9547              
00005_00005_00026.png          SPEED LIMIT 80            0.9891              
00005_00005_00027.png          SPEED LIMIT 60            0.4084              
00005_00005_00028.png          SPEED LIMIT 80            0.9243              
00005_00005_00029.png          SPEED LIMIT 60            0.9814              
00005_00006_00000.png          SPEED LIMIT 80            1.0000              
00005_00006_00001.png          SPEED LIMIT 80            1.0000              
00005_00006_00002.png          SPEED LIMIT 80            1.0000              
00005_00006_00003.png          SPEED LIMIT 80            1.0000              
00005_00006_00004.png          SPEED LIMIT 80            1.0000              
00005_00006_00005.png          SPEED LIMIT 80            1.0000              
00005_00006_00006.png          SPEED LIMIT 80            1.0000              
00005_00006_00007.png          SPEED LIMIT 80            1.0000              
00005_00006_00008.png          SPEED LIMIT 80            1.0000              
00005_00006_00009.png          SPEED LIMIT 80            1.0000              
00005_00006_00010.png          SPEED LIMIT 80            1.0000              
00005_00006_00011.png          SPEED LIMIT 80            1.0000              
00005_00006_00012.png          SPEED LIMIT 80            1.0000              
00005_00006_00013.png          SPEED LIMIT 80            1.0000              
00005_00006_00014.png          SPEED LIMIT 80            1.0000              
00005_00006_00015.png          SPEED LIMIT 80            1.0000              
00005_00006_00016.png          SPEED LIMIT 80            1.0000              
00005_00006_00017.png          SPEED LIMIT 80            1.0000              
00005_00006_00018.png          SPEED LIMIT 80            1.0000              
00005_00006_00019.png          SPEED LIMIT 80            1.0000              
00005_00006_00020.png          SPEED LIMIT 80            1.0000              
00005_00006_00021.png          SPEED LIMIT 80            0.9526              
00005_00006_00022.png          SPEED LIMIT 60            0.6858              
00005_00006_00023.png          SPEED LIMIT 80            0.9571              
00005_00006_00024.png          SPEED LIMIT 80            0.5302              
00005_00006_00025.png          SPEED LIMIT 80            0.9937              
00005_00006_00026.png          SPEED LIMIT 80            0.9471              
00005_00006_00027.png          SPEED LIMIT 80            0.9976              
00005_00006_00028.png          SPEED LIMIT 80            0.8031              
00005_00006_00029.png          SPEED LIMIT 80            0.4676              
00005_00007_00000.png          SPEED LIMIT 80            0.6161              
00005_00007_00001.png          SPEED LIMIT 60            0.8441              
00005_00007_00002.png          SPEED LIMIT 80            0.9963              
00005_00007_00003.png          SPEED LIMIT 80            0.9153              
00005_00007_00004.png          SPEED LIMIT 60            0.9501              
00005_00007_00005.png          SPEED LIMIT 80            0.9601              
00005_00007_00006.png          SPEED LIMIT 60            0.8979              
00005_00007_00007.png          SPEED LIMIT 60            0.9997              
00005_00007_00008.png          SPEED LIMIT 60            0.7788              
00005_00007_00009.png          SPEED LIMIT 80            0.9728              
00005_00007_00010.png          SPEED LIMIT 80            0.9884              
00005_00007_00011.png          SPEED LIMIT 60            0.9673              
00005_00007_00012.png          SPEED LIMIT 80            0.9547              
00005_00007_00013.png          SPEED LIMIT 80            0.9771              
00005_00007_00014.png          SPEED LIMIT 80            0.9664              
00005_00007_00015.png          SPEED LIMIT 80            0.9998              
00005_00007_00016.png          SPEED LIMIT 80            0.9748              
00005_00007_00017.png          SPEED LIMIT 80            0.8186              
00005_00007_00018.png          SPEED LIMIT 80            0.5177              
00005_00007_00019.png          SPEED LIMIT 80            0.9584              
00005_00007_00020.png          SPEED LIMIT 60            0.9815              
00005_00007_00021.png          SPEED LIMIT 60            0.9987              
00005_00007_00022.png          SPEED LIMIT 60            0.9984              
00005_00007_00023.png          SPEED LIMIT 60            0.5168              
00005_00007_00024.png          SPEED LIMIT 60            0.9845              
00005_00007_00025.png          SPEED LIMIT 60            0.8409              
00005_00007_00026.png          SPEED LIMIT 60            0.9969              
00005_00007_00027.png          SPEED LIMIT 60            0.9880              
00005_00007_00028.png          SPEED LIMIT 80            0.8488              
00005_00007_00029.png          SPEED LIMIT 60            0.9463              
00005_00008_00000.png          SPEED LIMIT 80            1.0000              
00005_00008_00001.png          SPEED LIMIT 80            1.0000              
00005_00008_00002.png          SPEED LIMIT 80            1.0000              
00005_00008_00003.png          SPEED LIMIT 80            1.0000              
00005_00008_00004.png          SPEED LIMIT 80            0.9986              
00005_00008_00005.png          SPEED LIMIT 80            1.0000              
00005_00008_00006.png          SPEED LIMIT 80            1.0000              
00005_00008_00007.png          SPEED LIMIT 80            1.0000              
00005_00008_00008.png          SPEED LIMIT 80            0.9999              
00005_00008_00009.png          SPEED LIMIT 80            0.9997              
00005_00008_00010.png          SPEED LIMIT 80            0.9999              
00005_00008_00011.png          SPEED LIMIT 80            1.0000              
00005_00008_00012.png          SPEED LIMIT 80            0.9987              
00005_00008_00013.png          SPEED LIMIT 80            1.0000              
00005_00008_00014.png          SPEED LIMIT 80            0.9979              
00005_00008_00015.png          SPEED LIMIT 80            0.9943              
00005_00008_00016.png          SPEED LIMIT 80            0.9667              
00005_00008_00017.png          SPEED LIMIT 80            0.9967              
00005_00008_00018.png          SPEED LIMIT 80            0.9888              
00005_00008_00019.png          SPEED LIMIT 80            0.9995              
00005_00008_00020.png          SPEED LIMIT 80            1.0000              
00005_00008_00021.png          SPEED LIMIT 80            0.9999              
00005_00008_00022.png          SPEED LIMIT 80            1.0000              
00005_00008_00023.png          SPEED LIMIT 80            1.0000              
00005_00008_00024.png          SPEED LIMIT 80            1.0000              
00005_00008_00025.png          SPEED LIMIT 80            0.9995              
00005_00008_00026.png          SPEED LIMIT 80            1.0000              
00005_00008_00027.png          SPEED LIMIT 80            1.0000              
00005_00008_00028.png          SPEED LIMIT 80            1.0000              
00005_00008_00029.png          SPEED LIMIT 80            1.0000              
00005_00009_00000.png          SPEED LIMIT 80            0.9999              
00005_00009_00001.png          SPEED LIMIT 80            1.0000              
00005_00009_00002.png          SPEED LIMIT 80            1.0000              
00005_00009_00003.png          SPEED LIMIT 80            1.0000              
00005_00009_00004.png          SPEED LIMIT 80            1.0000              
00005_00009_00005.png          SPEED LIMIT 80            1.0000              
00005_00009_00006.png          SPEED LIMIT 80            1.0000              
00005_00009_00007.png          SPEED LIMIT 80            1.0000              
00005_00009_00008.png          SPEED LIMIT 80            1.0000              
00005_00009_00009.png          SPEED LIMIT 80            1.0000              
00005_00009_00010.png          SPEED LIMIT 80            1.0000              
00005_00009_00011.png          SPEED LIMIT 80            1.0000              
00005_00009_00012.png          SPEED LIMIT 80            1.0000              
00005_00009_00013.png          SPEED LIMIT 80            1.0000              
00005_00009_00014.png          SPEED LIMIT 80            1.0000              
00005_00009_00015.png          SPEED LIMIT 80            1.0000              
00005_00009_00016.png          SPEED LIMIT 80            1.0000              
00005_00009_00017.png          SPEED LIMIT 80            1.0000              
00005_00009_00018.png          SPEED LIMIT 80            1.0000              
00005_00009_00019.png          SPEED LIMIT 80            1.0000              
00005_00009_00020.png          SPEED LIMIT 80            1.0000              
00005_00009_00021.png          SPEED LIMIT 80            1.0000              
00005_00009_00022.png          SPEED LIMIT 80            1.0000              
00005_00009_00023.png          SPEED LIMIT 80            1.0000              
00005_00009_00024.png          SPEED LIMIT 80            1.0000              
00005_00009_00025.png          SPEED LIMIT 80            1.0000              
00005_00009_00026.png          SPEED LIMIT 80            1.0000              
00005_00009_00027.png          SPEED LIMIT 80            1.0000              
00005_00009_00028.png          SPEED LIMIT 80            1.0000              
00005_00009_00029.png          SPEED LIMIT 80            1.0000              
00005_00010_00000.png          SPEED LIMIT 80            0.8228              
00005_00010_00001.png          SPEED LIMIT 80            0.9937              
00005_00010_00002.png          SPEED LIMIT 80            1.0000              
00005_00010_00003.png          SPEED LIMIT 80            0.9999              
00005_00010_00004.png          SPEED LIMIT 80            1.0000              
00005_00010_00005.png          SPEED LIMIT 80            1.0000              
00005_00010_00006.png          SPEED LIMIT 80            0.9999              
00005_00010_00007.png          SPEED LIMIT 80            1.0000              
00005_00010_00008.png          SPEED LIMIT 80            1.0000              
00005_00010_00009.png          SPEED LIMIT 80            1.0000              
00005_00010_00010.png          SPEED LIMIT 80            0.9950              
00005_00010_00011.png          SPEED LIMIT 80            0.9911              
00005_00010_00012.png          SPEED LIMIT 80            0.9999              
00005_00010_00013.png          SPEED LIMIT 80            1.0000              
00005_00010_00014.png          SPEED LIMIT 80            1.0000              
00005_00010_00015.png          SPEED LIMIT 80            0.9998              
00005_00010_00016.png          SPEED LIMIT 80            1.0000              
00005_00010_00017.png          SPEED LIMIT 80            0.9999              
00005_00010_00018.png          SPEED LIMIT 80            1.0000              
00005_00010_00019.png          SPEED LIMIT 80            1.0000              
00005_00010_00020.png          SPEED LIMIT 80            1.0000              
00005_00010_00021.png          SPEED LIMIT 80            0.9998              
00005_00010_00022.png          SPEED LIMIT 80            1.0000              
00005_00010_00023.png          SPEED LIMIT 80            1.0000              
00005_00010_00024.png          SPEED LIMIT 80            1.0000              
00005_00010_00025.png          SPEED LIMIT 80            1.0000              
00005_00010_00026.png          SPEED LIMIT 80            0.9944              
00005_00010_00027.png          SPEED LIMIT 80            1.0000              
00005_00010_00028.png          SPEED LIMIT 80            1.0000              
00005_00010_00029.png          SPEED LIMIT 80            0.9683              
00005_00011_00000.png          SPEED LIMIT 80            0.9998              
00005_00011_00001.png          SPEED LIMIT 80            0.9990              
00005_00011_00002.png          SPEED LIMIT 80            0.9999              
00005_00011_00003.png          SPEED LIMIT 80            1.0000              
00005_00011_00004.png          SPEED LIMIT 80            1.0000              
00005_00011_00005.png          SPEED LIMIT 80            0.9996              
00005_00011_00006.png          SPEED LIMIT 80            0.9999              
00005_00011_00007.png          SPEED LIMIT 80            0.9999              
00005_00011_00008.png          SPEED LIMIT 80            1.0000              
00005_00011_00009.png          SPEED LIMIT 80            0.9966              
00005_00011_00010.png          SPEED LIMIT 80            0.9994              
00005_00011_00011.png          SPEED LIMIT 80            0.9985              
00005_00011_00012.png          SPEED LIMIT 80            0.9997              
00005_00011_00013.png          SPEED LIMIT 80            0.9999              
00005_00011_00014.png          SPEED LIMIT 80            1.0000              
00005_00011_00015.png          SPEED LIMIT 80            0.9999              
00005_00011_00016.png          SPEED LIMIT 80            1.0000              
00005_00011_00017.png          SPEED LIMIT 80            1.0000              
00005_00011_00018.png          SPEED LIMIT 80            1.0000              
00005_00011_00019.png          SPEED LIMIT 80            0.9999              
00005_00011_00020.png          SPEED LIMIT 80            1.0000              
00005_00011_00021.png          SPEED LIMIT 80            1.0000              
00005_00011_00022.png          SPEED LIMIT 80            1.0000              
00005_00011_00023.png          SPEED LIMIT 80            1.0000              
00005_00011_00024.png          SPEED LIMIT 80            1.0000              
00005_00011_00025.png          SPEED LIMIT 80            1.0000              
00005_00011_00026.png          SPEED LIMIT 80            1.0000              
00005_00011_00027.png          SPEED LIMIT 80            0.9997              
00005_00011_00028.png          SPEED LIMIT 80            0.9999              
00005_00011_00029.png          SPEED LIMIT 80            1.0000              
00005_00012_00000.png          SPEED LIMIT 80            0.9999              
00005_00012_00001.png          SPEED LIMIT 80            1.0000              
00005_00012_00002.png          SPEED LIMIT 80            1.0000              
00005_00012_00003.png          SPEED LIMIT 80            1.0000              
00005_00012_00004.png          SPEED LIMIT 80            1.0000              
00005_00012_00005.png          SPEED LIMIT 80            1.0000              
00005_00012_00006.png          SPEED LIMIT 80            1.0000              
00005_00012_00007.png          SPEED LIMIT 80            1.0000              
00005_00012_00008.png          SPEED LIMIT 80            1.0000              
00005_00012_00009.png          SPEED LIMIT 80            1.0000              
00005_00012_00010.png          SPEED LIMIT 80            1.0000              
00005_00012_00011.png          SPEED LIMIT 80            1.0000              
00005_00012_00012.png          SPEED LIMIT 80            1.0000              
00005_00012_00013.png          SPEED LIMIT 80            1.0000              
00005_00012_00014.png          SPEED LIMIT 80            1.0000              
00005_00012_00015.png          SPEED LIMIT 80            1.0000              
00005_00012_00016.png          SPEED LIMIT 80            1.0000              
00005_00012_00017.png          SPEED LIMIT 80            1.0000              
00005_00012_00018.png          SPEED LIMIT 80            1.0000              
00005_00012_00019.png          SPEED LIMIT 80            1.0000              
00005_00012_00020.png          SPEED LIMIT 80            1.0000              
00005_00012_00021.png          SPEED LIMIT 80            1.0000              
00005_00012_00022.png          SPEED LIMIT 80            1.0000              
00005_00012_00023.png          SPEED LIMIT 80            1.0000              
00005_00012_00024.png          SPEED LIMIT 80            1.0000              
00005_00012_00025.png          SPEED LIMIT 80            1.0000              
00005_00012_00026.png          SPEED LIMIT 80            1.0000              
00005_00012_00027.png          SPEED LIMIT 80            1.0000              
00005_00012_00028.png          SPEED LIMIT 80            1.0000              
00005_00012_00029.png          SPEED LIMIT 80            1.0000              
00005_00013_00000.png          SPEED LIMIT 80            1.0000              
00005_00013_00001.png          SPEED LIMIT 80            0.9990              
00005_00013_00002.png          SPEED LIMIT 80            0.9998              
00005_00013_00003.png          SPEED LIMIT 80            1.0000              
00005_00013_00004.png          SPEED LIMIT 80            1.0000              
00005_00013_00005.png          SPEED LIMIT 80            1.0000              
00005_00013_00006.png          SPEED LIMIT 80            1.0000              
00005_00013_00007.png          SPEED LIMIT 80            1.0000              
00005_00013_00008.png          SPEED LIMIT 80            1.0000              
00005_00013_00009.png          SPEED LIMIT 80            1.0000              
00005_00013_00010.png          SPEED LIMIT 80            1.0000              
00005_00013_00011.png          SPEED LIMIT 80            1.0000              
00005_00013_00012.png          SPEED LIMIT 80            1.0000              
00005_00013_00013.png          SPEED LIMIT 80            1.0000              
00005_00013_00014.png          SPEED LIMIT 80            1.0000              
00005_00013_00015.png          SPEED LIMIT 80            1.0000              
00005_00013_00016.png          SPEED LIMIT 80            1.0000              
00005_00013_00017.png          SPEED LIMIT 80            1.0000              
00005_00013_00018.png          SPEED LIMIT 80            1.0000              
