Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/4

Summary Statistics
================================================================================
Total Images Processed: 1980

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
SPEED LIMIT 70            827        0.8837              
SPEED LIMIT 50            229        0.8838              
SPEED LIMIT 80            188        0.8563              
NO OVERTAKING             2          0.6973              
 CYCLISTS                 1          0.5986              
 TRAFFIC SIGNALS          2          0.6812              
SPEED LIMIT 30            236        0.8281              
SPEED LIMIT 20            180        0.8527              
SPEED LIMIT 60            209        0.8431              
 ROUNDABOUT               5          0.6643              
SPEED LIMIT 120           91         0.7895              
 TURN LEFT                2          0.8767              
END OF SPEED LIMIT 80     4          0.7647              
SPEED LIMIT 100           3          0.5633              
 PRIORITY ROAD            1          0.8863              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00004_00000_00000.png          SPEED LIMIT 70            0.9771              
00004_00000_00001.png          SPEED LIMIT 70            0.7459              
00004_00000_00002.png          SPEED LIMIT 70            0.9911              
00004_00000_00003.png          SPEED LIMIT 70            0.9956              
00004_00000_00004.png          SPEED LIMIT 70            1.0000              
00004_00000_00005.png          SPEED LIMIT 70            0.9996              
00004_00000_00006.png          SPEED LIMIT 70            0.8410              
00004_00000_00007.png          SPEED LIMIT 70            1.0000              
00004_00000_00008.png          SPEED LIMIT 70            0.9660              
00004_00000_00009.png          SPEED LIMIT 70            0.9940              
00004_00000_00010.png          SPEED LIMIT 70            1.0000              
00004_00000_00011.png          SPEED LIMIT 70            0.9808              
00004_00000_00012.png          SPEED LIMIT 70            1.0000              
00004_00000_00013.png          SPEED LIMIT 70            0.9976              
00004_00000_00014.png          SPEED LIMIT 70            0.9957              
00004_00000_00015.png          SPEED LIMIT 70            1.0000              
00004_00000_00016.png          SPEED LIMIT 70            1.0000              
00004_00000_00017.png          SPEED LIMIT 70            0.9974              
00004_00000_00018.png          SPEED LIMIT 70            0.9999              
00004_00000_00019.png          SPEED LIMIT 70            0.9997              
00004_00000_00020.png          SPEED LIMIT 70            1.0000              
00004_00000_00021.png          SPEED LIMIT 70            0.9904              
00004_00000_00022.png          SPEED LIMIT 70            1.0000              
00004_00000_00023.png          SPEED LIMIT 70            0.9997              
00004_00000_00024.png          SPEED LIMIT 70            0.9990              
00004_00000_00025.png          SPEED LIMIT 70            0.9981              
00004_00000_00026.png          SPEED LIMIT 70            0.9999              
00004_00000_00027.png          SPEED LIMIT 70            1.0000              
00004_00000_00028.png          SPEED LIMIT 70            1.0000              
00004_00000_00029.png          SPEED LIMIT 70            1.0000              
00004_00001_00000.png          SPEED LIMIT 50            0.6385              
