Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/9

Summary Statistics
================================================================================
Total Images Processed: 1470

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
NO OVERTAKING             956        0.9425              
 GO STRAIGHT OR LEFT      1          0.3477              
SPEED LIMIT 20            78         0.8444              
 ROUNDABOUT               13         0.7154              
SPEED LIMIT 50            32         0.7274              
 GO STRAIGHT              2          0.5480              
END OF SPEED LIMIT 80     3          0.8627              
 GO STRAIGHT OR RIGHT     3          0.8320              
SPEED LIMIT 80            23         0.7281              
SPEED LIMIT 60            59         0.8308              
SPEED LIMIT 120           40         0.7640              
 CYCLISTS                 2          0.7697              
SPEED LIMIT 30            93         0.7844              
 CHILDREN CROSSING        5          0.7778              
SPEED LIMIT 70            22         0.6882              
 NO OVERTAKING BY TRUCKS  46         0.7342              
 PRIORITY ROAD            4          0.6185              
 TRAFFIC SIGNALS          1          0.3373              
 NO TRUCKS                28         0.8013              
SPEED LIMIT 100           15         0.7973              
 END OF NO OVERTAKING     17         0.7542              
 NO ENTRY FOR VEHICLES    15         0.6870              
 END OF ALL RESTRICTIONS  3          0.7652              
 TURN LEFT                7          0.6458              
 KEEP RIGHT               2          0.7714              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00009_00000_00000.png          NO OVERTAKING             0.9995              
00009_00000_00001.png          NO OVERTAKING             0.9997              
00009_00000_00002.png          NO OVERTAKING             1.0000              
00009_00000_00003.png          NO OVERTAKING             0.9995              
00009_00000_00004.png          NO OVERTAKING             0.9761              
00009_00000_00005.png          NO OVERTAKING             0.9350              
00009_00000_00006.png          NO OVERTAKING             0.9992              
00009_00000_00007.png          NO OVERTAKING             0.9990              
00009_00000_00008.png          NO OVERTAKING             0.9998              
00009_00000_00009.png          NO OVERTAKING             0.9999              
00009_00000_00010.png          NO OVERTAKING             0.9915              
00009_00000_00011.png          NO OVERTAKING             0.9995              
00009_00000_00012.png          NO OVERTAKING             0.9836              
00009_00000_00013.png          NO OVERTAKING             1.0000              
00009_00000_00014.png          NO OVERTAKING             1.0000              
00009_00000_00015.png          NO OVERTAKING             1.0000              
00009_00000_00016.png          NO OVERTAKING             1.0000              
00009_00000_00017.png          NO OVERTAKING             0.9998              
00009_00000_00018.png          NO OVERTAKING             1.0000              
00009_00000_00019.png          NO OVERTAKING             1.0000              
00009_00000_00020.png          NO OVERTAKING             1.0000              
00009_00000_00021.png          NO OVERTAKING             1.0000              
00009_00000_00022.png          NO OVERTAKING             1.0000              
00009_00000_00023.png          NO OVERTAKING             1.0000              
00009_00000_00024.png          NO OVERTAKING             1.0000              
00009_00000_00025.png          NO OVERTAKING             1.0000              
00009_00000_00026.png          NO OVERTAKING             1.0000              
00009_00000_00027.png          NO OVERTAKING             1.0000              
00009_00000_00028.png          NO OVERTAKING             1.0000              
00009_00000_00029.png          NO OVERTAKING             1.0000              
00009_00001_00000.png           GO STRAIGHT OR LEFT      0.3477              
00009_00001_00001.png          SPEED LIMIT 20            0.7699              
00009_00001_00002.png          NO OVERTAKING             0.9941              
00009_00001_00003.png          SPEED LIMIT 20            0.9800              
00009_00001_00004.png          SPEED LIMIT 20            0.9868              
00009_00001_00005.png          NO OVERTAKING             0.7964              
00009_00001_00006.png          NO OVERTAKING             0.7030              
00009_00001_00007.png          NO OVERTAKING             0.9254              
