Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/1

Summary Statistics
================================================================================
Total Images Processed: 2220

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
SPEED LIMIT 30            886        0.9160              
SPEED LIMIT 80            199        0.8613              
SPEED LIMIT 60            185        0.8297              
SPEED LIMIT 50            492        0.9145              
SPEED LIMIT 20            364        0.9173              
SPEED LIMIT 70            54         0.8367              
SPEED LIMIT 100           6          0.7193              
 ROUNDABOUT               10         0.7231              
 PRIORITY ROAD            1          0.5240              
 CHILDREN CROSSING        4          0.6377              
 NO TRUCKS                2          0.7914              
SPEED LIMIT 120           6          0.6998              
 END OF NO OVERTAKING     3          0.8048              
END OF SPEED LIMIT 80     7          0.8948              
 CYCLISTS                 1          0.5278              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00001_00000_00000.png          SPEED LIMIT 30            0.9788              
00001_00000_00001.png          SPEED LIMIT 30            0.9988              
00001_00000_00002.png          SPEED LIMIT 80            0.6573              
00001_00000_00003.png          SPEED LIMIT 80            0.8731              
00001_00000_00004.png          SPEED LIMIT 30            0.9290              
00001_00000_00005.png          SPEED LIMIT 30            0.8211              
00001_00000_00006.png          SPEED LIMIT 30            0.5088              
00001_00000_00007.png          SPEED LIMIT 80            0.5686              
00001_00000_00008.png          SPEED LIMIT 30            0.9621              
00001_00000_00009.png          SPEED LIMIT 30            0.6308              
00001_00000_00010.png          SPEED LIMIT 30            0.9994              
00001_00000_00011.png          SPEED LIMIT 30            0.9872              
00001_00000_00012.png          SPEED LIMIT 30            0.9928              
00001_00000_00013.png          SPEED LIMIT 30            0.8194              
00001_00000_00014.png          SPEED LIMIT 30            0.9945              
00001_00000_00015.png          SPEED LIMIT 30            0.9163              
00001_00000_00016.png          SPEED LIMIT 30            0.9778              
00001_00000_00017.png          SPEED LIMIT 30            0.9574              
00001_00000_00018.png          SPEED LIMIT 30            0.9910              
00001_00000_00019.png          SPEED LIMIT 30            0.9310              
00001_00000_00020.png          SPEED LIMIT 30            0.6882              
00001_00000_00021.png          SPEED LIMIT 80            0.9445              
00001_00000_00022.png          SPEED LIMIT 30            0.9888              
00001_00000_00023.png          SPEED LIMIT 30            0.6069              
00001_00000_00024.png          SPEED LIMIT 30            0.9139              
00001_00000_00025.png          SPEED LIMIT 60            0.6454              
00001_00000_00026.png          SPEED LIMIT 80            0.9999              
00001_00000_00027.png          SPEED LIMIT 80            0.9972              
00001_00000_00028.png          SPEED LIMIT 80            0.8279              
00001_00000_00029.png          SPEED LIMIT 50            0.5068              
00001_00001_00000.png          SPEED LIMIT 50            0.7910              
00001_00001_00001.png          SPEED LIMIT 50            0.9619              
00001_00001_00002.png          SPEED LIMIT 50            0.9920              
00001_00001_00003.png          SPEED LIMIT 50            0.9988              
00001_00001_00004.png          SPEED LIMIT 50            0.9989              
00001_00001_00005.png          SPEED LIMIT 50            0.9280              
00001_00001_00006.png          SPEED LIMIT 50            0.9996              
00001_00001_00007.png          SPEED LIMIT 50            0.9989              
