Image Directory: C:/Users/sujit/PycharmProjects/Road-Sign-Recognition/Dataset/Train/8

Summary Statistics
================================================================================
Total Images Processed: 1410

Class                     Count      Avg Confidence      
--------------------------------------------------------------------------------
SPEED LIMIT 120           654        0.9330              
SPEED LIMIT 30            150        0.8633              
SPEED LIMIT 60            167        0.8336              
SPEED LIMIT 20            9          0.7521              
 CYCLISTS                 1          0.8321              
SPEED LIMIT 80            255        0.8964              
SPEED LIMIT 100           50         0.8634              
END OF SPEED LIMIT 80     16         0.7965              
SPEED LIMIT 70            64         0.8190              
SPEED LIMIT 50            12         0.6921              
 ROUNDABOUT               5          0.5245              
 SNOW/ICE WARNING         3          0.5530              
 NO OVERTAKING BY TRUCKS  14         0.6570              
 END OF NO OVERTAKING     1          0.6309              
 TRAFFIC SIGNALS          1          0.6684              
 GO STRAIGHT              8          0.7904              



Detailed Prediction Results
================================================================================
Image Name                     Predicted Class           Confidence Score    
--------------------------------------------------------------------------------
00008_00000_00000.png          SPEED LIMIT 120           0.7648              
00008_00000_00001.png          SPEED LIMIT 30            0.5060              
00008_00000_00002.png          SPEED LIMIT 120           0.5159              
00008_00000_00003.png          SPEED LIMIT 120           0.9931              
00008_00000_00004.png          SPEED LIMIT 120           0.6418              
00008_00000_00005.png          SPEED LIMIT 120           0.9987              
00008_00000_00006.png          SPEED LIMIT 120           1.0000              
00008_00000_00007.png          SPEED LIMIT 120           1.0000              
00008_00000_00008.png          SPEED LIMIT 120           1.0000              
00008_00000_00009.png          SPEED LIMIT 120           1.0000              
00008_00000_00010.png          SPEED LIMIT 120           0.9998              
00008_00000_00011.png          SPEED LIMIT 120           1.0000              
00008_00000_00012.png          SPEED LIMIT 120           1.0000              
00008_00000_00013.png          SPEED LIMIT 120           1.0000              
00008_00000_00014.png          SPEED LIMIT 120           1.0000              
00008_00000_00015.png          SPEED LIMIT 120           0.9999              
00008_00000_00016.png          SPEED LIMIT 120           1.0000              
00008_00000_00017.png          SPEED LIMIT 120           1.0000              
00008_00000_00018.png          SPEED LIMIT 120           1.0000              
00008_00000_00019.png          SPEED LIMIT 120           1.0000              
00008_00000_00020.png          SPEED LIMIT 120           0.9979              
00008_00000_00021.png          SPEED LIMIT 120           0.9997              
00008_00000_00022.png          SPEED LIMIT 120           0.9997              
00008_00000_00023.png          SPEED LIMIT 120           1.0000              
00008_00000_00024.png          SPEED LIMIT 120           0.9998              
00008_00000_00025.png          SPEED LIMIT 120           1.0000              
00008_00000_00026.png          SPEED LIMIT 120           1.0000              
00008_00000_00027.png          SPEED LIMIT 120           1.0000              
00008_00000_00028.png          SPEED LIMIT 120           1.0000              
00008_00000_00029.png          SPEED LIMIT 120           1.0000              
00008_00001_00000.png          SPEED LIMIT 60            0.7919              
00008_00001_00001.png          SPEED LIMIT 120           0.4282              
00008_00001_00002.png          SPEED LIMIT 20            0.8421              
00008_00001_00003.png          SPEED LIMIT 60            0.5024              
00008_00001_00004.png          SPEED LIMIT 20            0.8036              
00008_00001_00005.png          SPEED LIMIT 120           0.6215              
00008_00001_00006.png           CYCLISTS                 0.8321              
00008_00001_00007.png          SPEED LIMIT 20            0.8916              
00008_00001_00008.png          SPEED LIMIT 80            0.4248              
00008_00001_00009.png          SPEED LIMIT 20            0.9593              
00008_00001_00010.png          SPEED LIMIT 60            0.8818              
00008_00001_00011.png          SPEED LIMIT 60            0.7930              
00008_00001_00012.png          SPEED LIMIT 60            0.5554              
00008_00001_00013.png          SPEED LIMIT 120           0.9038              
00008_00001_00014.png          SPEED LIMIT 120           0.9432              
00008_00001_00015.png          SPEED LIMIT 120           0.9958              
00008_00001_00016.png          SPEED LIMIT 120           1.0000              
00008_00001_00017.png          SPEED LIMIT 120           0.6000              
00008_00001_00018.png          SPEED LIMIT 120           0.9967              
00008_00001_00019.png          SPEED LIMIT 120           0.9997              
00008_00001_00020.png          SPEED LIMIT 120           0.9997              
00008_00001_00021.png          SPEED LIMIT 120           0.9998              
00008_00001_00022.png          SPEED LIMIT 120           0.9962              
00008_00001_00023.png          SPEED LIMIT 120           0.9572              
00008_00001_00024.png          SPEED LIMIT 120           0.9816              
00008_00001_00025.png          SPEED LIMIT 120           0.9934              
00008_00001_00026.png          SPEED LIMIT 120           0.9987              
00008_00001_00027.png          SPEED LIMIT 120           1.0000              
00008_00001_00028.png          SPEED LIMIT 120           0.9997              
00008_00001_00029.png          SPEED LIMIT 120           0.9910              
00008_00002_00000.png          SPEED LIMIT 60            0.9200              
00008_00002_00001.png          SPEED LIMIT 100           0.9447              
00008_00002_00002.png          SPEED LIMIT 100           0.9005              
00008_00002_00003.png          SPEED LIMIT 120           0.9997              
00008_00002_00004.png          SPEED LIMIT 120           1.0000              
00008_00002_00005.png          SPEED LIMIT 120           0.8583              
00008_00002_00006.png          SPEED LIMIT 120           0.9964              
00008_00002_00007.png          SPEED LIMIT 120           0.9958              
00008_00002_00008.png          SPEED LIMIT 120           1.0000              
00008_00002_00009.png          SPEED LIMIT 120           0.7547              
00008_00002_00010.png          SPEED LIMIT 120           0.9936              
00008_00002_00011.png          SPEED LIMIT 120           0.9991              
00008_00002_00012.png          SPEED LIMIT 120           0.9893              
00008_00002_00013.png          SPEED LIMIT 120           0.9375              
00008_00002_00014.png          SPEED LIMIT 120           0.8608              
00008_00002_00015.png          SPEED LIMIT 120           1.0000              
00008_00002_00016.png          SPEED LIMIT 120           1.0000              
00008_00002_00017.png          SPEED LIMIT 120           1.0000              
00008_00002_00018.png          SPEED LIMIT 120           1.0000              
00008_00002_00019.png          SPEED LIMIT 120           0.9997              
00008_00002_00020.png          SPEED LIMIT 120           1.0000              
00008_00002_00021.png          SPEED LIMIT 120           1.0000              
00008_00002_00022.png          SPEED LIMIT 120           1.0000              
00008_00002_00023.png          SPEED LIMIT 120           1.0000              
00008_00002_00024.png          SPEED LIMIT 120           1.0000              
00008_00002_00025.png          SPEED LIMIT 120           1.0000              
00008_00002_00026.png          SPEED LIMIT 120           1.0000              
00008_00002_00027.png          SPEED LIMIT 120           1.0000              
00008_00002_00028.png          SPEED LIMIT 120           0.9998              
00008_00002_00029.png          SPEED LIMIT 120           0.9998              
00008_00003_00000.png          SPEED LIMIT 120           0.9525              
00008_00003_00001.png          SPEED LIMIT 120           0.7258              
00008_00003_00002.png          SPEED LIMIT 120           0.9175              
00008_00003_00003.png          SPEED LIMIT 120           0.9965              
00008_00003_00004.png          SPEED LIMIT 80            0.9316              
00008_00003_00005.png          SPEED LIMIT 80            0.9435              
00008_00003_00006.png          SPEED LIMIT 120           0.9869              
00008_00003_00007.png          SPEED LIMIT 120           1.0000              
00008_00003_00008.png          SPEED LIMIT 120           0.9909              
00008_00003_00009.png          SPEED LIMIT 120           0.9887              
00008_00003_00010.png          SPEED LIMIT 120           0.9934              
00008_00003_00011.png          END OF SPEED LIMIT 80     0.5127              
00008_00003_00012.png          SPEED LIMIT 120           0.9983              
00008_00003_00013.png          SPEED LIMIT 120           0.9988              
00008_00003_00014.png          SPEED LIMIT 120           0.9247              
00008_00003_00015.png          SPEED LIMIT 120           0.7860              
00008_00003_00016.png          SPEED LIMIT 120           0.9957              
00008_00003_00017.png          SPEED LIMIT 120           1.0000              
00008_00003_00018.png          SPEED LIMIT 120           0.9999              
00008_00003_00019.png          SPEED LIMIT 120           1.0000              
00008_00003_00020.png          SPEED LIMIT 120           1.0000              
00008_00003_00021.png          SPEED LIMIT 120           1.0000              
00008_00003_00022.png          SPEED LIMIT 120           0.9984              
00008_00003_00023.png          SPEED LIMIT 120           1.0000              
00008_00003_00024.png          SPEED LIMIT 120           1.0000              
00008_00003_00025.png          SPEED LIMIT 120           1.0000              
00008_00003_00026.png          SPEED LIMIT 120           1.0000              
00008_00003_00027.png          SPEED LIMIT 120           1.0000              
00008_00003_00028.png          SPEED LIMIT 120           1.0000              
00008_00003_00029.png          SPEED LIMIT 120           0.9997              
00008_00004_00000.png          SPEED LIMIT 120           0.6417              
00008_00004_00001.png          SPEED LIMIT 120           0.9040              
00008_00004_00002.png          SPEED LIMIT 60            0.4102              
00008_00004_00003.png          SPEED LIMIT 60            0.6271              
